,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure
8903,83304,24889,17810,7405,6992,1570,4078,20530,450,10860,2050,28020,60,8562,1284,550,12846,0
8904,124923,22483,13884,16316,13424,1987,2917,52357,480,1810,6275,50130,880,10380,6240,160,12276,0
8905,220586,40712,31616,18984,19113,2990,7287,94450,840,9593,7200,203100,6858,40398,20034,0,35640,5000
8906,101645,24396,17602,18730,11494,3790,6042,13640,0,0,11845,78258,3223,15192,11352,68200,14094,0
8907,162452,34609,24908,24251,9522,2805,4535,60440,0,2715,6650,89340,6294,17694,10242,17500,29388,0
8908,109413,31337,22360,18337,7556,1320,5155,24660,0,0,5065,18090,1467,1800,648,270,16794,2000
8909,96876,23419,13832,12462,15214,2077,4102,21550,0,0,2670,45870,4054,8406,2730,0,20256,0
8910,92826,23443,18642,11598,6522,1900,2757,31740,420,5430,7100,40956,4650,16554,2550,1500,23202,0
8911,110027,22729,17810,13936,10316,2039,3512,46230,540,6245,5840,54402,6216,10104,9102,350,15660,6800
8912,91459,26513,17919,12040,9399,1360,4472,22920,0,0,1020,22464,75,4308,822,300,8538,0
8913,181262,33550,18720,26872,10940,832,4877,72190,0,8145,2860,32586,1450,22152,9840,420,22248,0
8914,114029,30647,23400,21640,10780,1695,6098,25550,0,0,1800,33276,1946,13074,2160,44000,16182,0
8915,65994,6185,3952,900,1700,80,480,53460,0,0,1850,22020,57,594,300,1090,2736,0
8916,82686,26322,16380,11204,12244,1695,2868,10954,450,0,1430,26538,189,5934,2136,875,8208,0
8917,83964,19975,17160,10765,5124,845,1776,27405,840,0,780,28116,210,4266,822,630,8886,0
8918,106833,26247,22889,19784,8216,1000,2058,35740,450,7240,8273,53016,30633,23964,3042,32000,23556,0
8919,101293,33956,27512,22478,13054,1345,4755,8207,0,0,890,30804,310,1812,702,90,13008,0
8920,52170,6756,3620,4445,1310,25,690,33140,240,1358,740,12006,957,1818,0,0,2382,0
8921,128254,26328,20344,17530,17392,3702,3233,46050,1950,0,650,30324,428,30318,4140,0,26772,0
8922,84325,22796,14520,8510,12870,1470,3768,19960,1260,0,2470,38766,210,4458,1080,200,8862,0
8923,106783,24246,19548,19962,12406,960,4249,28740,1209,0,1395,27672,197,936,1122,1250,11616,0
8924,58529,12288,10172,13840,2410,1617,2371,11160,0,0,680,27390,1162,5640,1122,150,14184,0
8925,43553,9709,8320,0,0,1065,60,27150,1040,3982,1510,21168,3175,1098,0,0,3186,0
8926,66913,19716,15020,2700,4480,1125,1620,17625,4505,13650,1510,21036,12050,13020,78,0,5958,0
8927,70076,21686,21306,10370,4740,1750,5325,19000,2580,0,2650,80118,2570,18498,2898,19180,7902,10500
8928,88167,19915,18262,6300,4240,990,1530,22175,0,5792,1520,27060,2030,9780,11436,15450,6300,2000
8929,208051,53895,52020,26060,16810,355,5070,33600,570,13213,3800,27372,14235,7074,5700,800,21846,46800
8930,170296,29598,28093,17700,27220,2240,9410,46280,0,4344,3995,78636,80,29568,5700,0,51426,30000
8931,208744,43468,27000,29575,19810,3540,10248,54100,0,0,23010,94920,7300,6912,31980,8600,101016,64410
8932,110260,34904,29014,22580,5916,2185,5715,26100,0,0,14118,114750,120,11322,9120,3500,12960,35000
8933,116646,21914,14975,13880,12451,990,4765,21800,1080,8145,4330,75312,900,8298,2442,6100,13248,20000
8934,107053,41123,40302,21280,4380,520,5275,22100,0,7240,3285,40632,200,20184,5202,21000,10062,61000
8935,81730,30616,30030,2580,11164,305,2805,26120,2100,7280,1050,38802,1585,17826,1410,25200,6576,0
8936,43331,18537,14520,8092,3040,175,1065,2600,510,3980,1430,20388,120,6168,1542,500,3462,1500
8937,73770,34067,32845,6690,7246,493,4000,12420,0,3620,2160,21762,600,23052,2172,3800,8760,0
8938,79962,26800,21680,15450,15316,1351,3262,600,0,3620,2833,75798,210,9792,1818,1575,11346,3648
8939,49439,13003,10755,6410,12840,1930,6575,0,1125,1629,535,82194,60,1800,378,0,4026,0
8940,49744,20086,19466,3360,4765,661,2070,13000,0,0,1150,14982,2050,9240,1200,0,10830,0
8941,88538,32018,30875,6600,4574,535,4450,25525,0,8145,2575,20490,146,8256,258,1945,6696,0
8942,101117,39865,39180,3050,13998,570,1377,5500,0,7240,2010,52242,4730,14058,1680,29590,13518,13548
8943,144583,39220,33070,7876,11912,1540,3565,57800,0,0,16700,28200,75,12978,11202,75800,45426,10150
8944,94134,33606,28734,12454,8160,933,9606,5850,0,10860,3050,34662,60,11202,2616,1500,11406,15000
8945,40332,18821,14788,4225,2945,280,886,1950,135,9050,245,13302,405,1038,780,365,3228,0
8946,15846,5958,5798,840,2840,365,1365,0,0,0,2580,32142,2140,120,0,0,3654,4000
8947,87633,29648,24323,3470,12332,500,4855,1300,0,0,950,20700,2740,14322,2586,200,23388,3700
8948,147229,34420,30720,16594,21778,2740,7497,45000,1255,0,9860,60690,170,27288,11100,1300,52752,55000
8949,66965,26259,20065,9440,7088,3900,3306,3900,744,0,1740,31476,140,8160,1710,16540,18114,5000
8950,187494,63856,49234,28269,27872,810,6758,9100,1864,18100,7505,53358,20688,36996,12756,870,40446,61000
8951,18666,6446,5806,2580,2022,440,1836,0,0,0,0,27150,670,1092,0,0,2352,5000
8952,116969,30409,26189,12400,18464,1680,3866,11500,1289,12670,7699,51222,60,25800,9882,9650,41436,25000
8953,52297,17785,16134,3760,7300,340,1845,13400,849,7658,2730,21930,15160,4800,666,13320,5718,0
8954,88909,41284,35662,3110,4012,5654,3066,19300,0,0,1400,18840,1500,18600,546,15220,6162,0
8955,58905,30909,28925,7160,1600,600,3160,8390,534,7783,1280,18372,101,2880,390,650,5304,500
8956,53960,24114,23168,5800,3238,2960,8920,6390,0,0,5144,32040,140,5916,0,0,4806,0
8957,216373,22982,11725,29915,45312,14665,14118,24900,0,0,49390,59670,112968,76698,14100,0,60972,23000
8958,87541,8854,6830,32235,12282,1040,4795,10700,0,0,9550,47100,13195,20598,2340,13000,21228,3000
8959,130389,31710,25160,16520,11208,1960,5646,45640,0,0,4350,41664,10858,50340,7920,41640,30456,55000
8960,110904,43249,38194,8535,4693,1570,3278,26000,0,0,2989,43500,1361,18840,1560,390,12084,0
8961,138083,41687,37105,12890,6648,1015,4800,46340,600,13575,4525,28362,260,37230,4068,640,21906,7840
8962,117108,14126,10344,9864,14908,6280,6091,47920,440,0,1930,56724,41437,29472,26880,70000,90450,40000
8963,132845,36075,14846,1200,7246,9135,6328,40375,384,0,11997,26280,4682,16920,360,6320,15708,18800
8964,50910,11028,4378,5260,6484,1660,8106,5670,0,0,3540,36816,11265,1722,1380,180,12612,5000
8965,73512,28748,18694,9443,4264,1240,1908,12760,164,6335,1150,21222,210,4860,3390,2615,6918,10500
8966,74592,23385,15690,8800,5344,1475,14203,5700,0,0,2250,60132,23971,2682,2400,1550,9204,4000
8967,240863,75750,45350,34125,17791,6605,21226,33630,480,19005,2050,33300,11996,42264,17358,9550,30996,5000
8968,112717,20111,10871,13200,5311,1040,6490,42970,0,4525,4110,28230,2887,57852,8124,1320,31452,5000
8969,63106,19520,12090,5880,15240,1035,7670,0,0,7783,3054,21990,22455,11640,2040,0,8844,0
8970,39795,15273,13000,2230,8271,650,1505,2160,0,362,735,32274,3194,1440,2262,0,4794,0
8971,105455,24194,14352,19330,5009,1015,4620,24100,0,0,18091,60870,2968,47178,35694,109190,15594,40000
8972,183538,37237,18120,17754,25940,6970,12808,40080,0,0,7159,42180,7610,10920,21138,66972,23388,22000
8973,60004,18686,14456,6325,8889,783,3624,5200,0,3844,1830,12726,1308,11622,1560,0,8856,0
8974,109509,45026,36985,9961,12158,2520,4408,11146,2106,0,5919,28068,630,16224,9384,2450,23550,0
8975,93379,38317,32279,8654,10131,1860,2143,20260,480,12710,840,18504,360,7602,6906,400,11916,0
8976,143797,58245,34584,14457,9667,2946,2441,27500,480,0,2660,34740,920,15150,17310,1300,18882,12000
8977,77052,33607,23232,1466,5672,240,3474,9220,510,7280,1750,8940,3498,2604,0,0,7956,0
8978,120175,23271,13180,9123,3150,1090,1110,45388,0,0,2949,43560,510,17994,10296,1480,34836,0
8979,169194,40710,23504,12580,8367,3115,3018,27960,0,8736,4180,51432,2190,11232,13350,0,35076,0
8980,113313,36569,27300,12970,6980,1285,5909,29500,1255,7642,2980,21030,1350,14142,7800,3090,14832,0
8981,96106,27834,20500,13152,7313,2665,2198,11832,540,3620,0,85440,2715,8622,15750,0,23970,7500
8982,210430,29726,18486,16428,12730,6000,5835,92100,0,0,11320,131862,14931,168996,20994,0,223566,13000
8983,102097,33024,20022,16060,9370,2984,3451,4382,0,14560,6420,94800,2810,13200,24114,0,43836,0
8984,107576,38100,23632,10342,6406,1815,1290,5360,420,0,3150,55920,1211,7272,5904,6400,19734,0
8985,93221,24030,15304,10790,7594,6818,3039,13980,0,0,8280,94950,620,6444,11754,0,21960,11500
8986,115024,24207,15834,8875,7072,4260,3572,29380,0,0,0,78000,6140,28848,7146,0,28680,0
8987,144472,37207,28150,11705,6713,2684,2883,57030,559,7280,3930,55728,510,27012,3264,0,34584,0
8988,55892,21247,13904,5370,6446,1730,1805,4160,1170,3620,0,38460,2109,642,8160,0,4620,0
8989,133439,34248,21398,20872,5540,3623,2480,33704,1638,10860,24525,88260,2760,59052,23994,18000,87666,25500
8990,94841,46578,19327,10414,6492,1980,2230,2750,0,3640,4800,30450,736,8430,2070,300,7962,0
8991,161398,45261,28030,20451,6886,3350,3568,25762,510,9070,5860,65310,1080,5214,9204,520,18264,0
8992,21152,7116,4212,0,780,570,210,6820,0,0,900,66150,408,1134,390,0,3054,0
8993,178706,36177,24924,19240,9250,2443,5397,71860,0,5430,11909,77958,898,39636,30294,0,58488,10000
8994,80008,34355,28760,3080,5908,150,3866,19880,1050,15204,500,19218,130,2784,780,90,8328,0
8995,180551,41992,31600,28576,15465,5640,9123,47260,12930,9185,5469,44700,992,23592,10908,51170,25650,0
8996,236082,63221,44772,64284,35634,2991,8360,33030,4680,14661,3050,40560,20140,25482,7920,600,30204,2700
8997,60100,18514,12870,7743,3758,943,1855,19540,0,0,1080,34986,1011,13416,1500,300,10404,0
8998,70715,21548,13143,12046,11350,2655,4920,3540,0,0,0,17532,621,1176,1662,0,4374,0
8999,118941,35701,28080,10864,12773,1090,5207,24644,0,0,1040,32718,720,15024,2862,410,16800,0
9000,119190,20966,15936,19784,8470,7279,3328,18372,0,0,2970,38130,10134,14454,1824,1140,19158,15000
9001,157247,27844,20775,21609,34275,12274,7985,32180,180,18100,2958,43470,18228,21900,1428,14624,15990,0
9002,79495,21126,13695,11427,4957,1613,2798,24950,36,1086,5655,25914,824,45480,3240,420,16668,0
9003,100524,23540,15800,27116,11585,2190,6100,16000,7100,14480,9670,104490,4724,24954,15834,37500,13068,15000
9004,71830,15450,14200,10635,3540,3125,2255,22560,2910,16290,3670,41658,736,1452,1878,0,4830,2000
9005,26225,10131,6188,1455,5008,1817,1520,0,0,0,200,20700,8526,4680,198,0,2862,0
9006,59043,17417,12753,7234,3710,1958,5200,6305,0,0,670,13488,1107,8958,912,280,4068,0
9007,68906,19830,15380,3490,18666,3380,5495,2810,0,0,2557,42054,3614,6882,1566,14310,19236,500
9008,159783,49159,35120,25059,14893,4985,4423,33120,1620,15204,9200,62640,29362,18240,9396,60100,13542,0
9009,142418,35597,25400,43226,18804,3310,7930,4100,4320,14480,30588,133980,10877,8364,17094,52000,19968,0
9010,81177,28027,22625,6387,7577,1928,3577,17090,1622,3620,1290,32406,177,8952,4968,0,10308,7000
9011,68874,21048,11920,4988,5392,1910,3424,11180,750,0,5870,32598,760,4860,2760,1070,15954,0
9012,125444,51944,46155,7376,9684,1613,3537,29420,3900,9955,1435,46974,555,8964,2478,585,12660,0
9013,84322,35360,24126,10655,7266,2140,2258,6070,0,0,2265,34422,1080,1806,1638,0,7188,1750
9014,90629,27169,20906,11792,7686,1886,4087,9530,3572,0,6535,32484,478,930,2040,100,8430,0
9015,22022,7692,5720,0,1761,950,265,5460,0,0,750,42792,736,2604,0,0,2460,0
9016,155353,61231,49660,6060,11499,3246,5563,16760,0,1810,0,61626,638,9360,3066,400,26226,0
9017,138722,49606,34112,9448,9770,2725,5448,32340,754,2835,4960,57300,8852,17784,2358,11100,14430,0
9018,60866,20626,12621,3009,4684,2440,2125,3900,166,2263,200,25518,2736,1356,600,0,5370,0
9019,129260,37313,28635,28727,14556,2460,3465,24440,1482,3620,2490,43770,1733,12222,3138,0,18234,0
9020,56723,17172,9273,4740,2221,855,365,15040,85,2082,4300,29238,18,300,1116,700,7476,3000
9021,101508,30048,26000,6021,4446,525,1220,36000,1820,17275,1400,31296,55549,34164,1998,730,19278,0
9022,97336,29312,21352,16590,5676,6450,3128,12630,0,543,500,47562,2326,9798,2964,59000,11526,0
9023,98129,34264,24128,14920,8268,951,1585,12020,0,6898,5013,25434,572,822,276,1410,6768,0
9024,63019,24569,18524,10044,5674,1922,3585,6890,510,10090,535,24912,8185,11730,2106,0,4980,0
9025,61363,20286,11500,7591,8757,1790,4341,8278,0,0,2885,59580,4488,19278,3276,710,8976,3000
9026,113196,15049,9700,20938,14090,2642,3275,30000,60,4356,1960,34602,13711,21882,5832,960,13476,16000
9027,122088,36455,27997,17450,7718,5905,4119,16033,0,20272,3003,35262,3685,15684,3150,1760,22050,500
9028,107189,21446,14008,13902,7275,2425,3138,38090,3510,0,3675,44640,29668,25716,6678,19620,22764,0
9029,32034,1472,0,42,0,137,0,20394,2400,3640,820,11880,101,18108,2700,0,11268,0
9030,77003,19314,13572,13284,4180,2205,4371,19410,0,0,1010,28320,17072,2754,2286,0,5604,8000
9031,107201,23048,12220,21106,25075,3530,5400,7900,0,0,2830,156168,40239,44580,14538,0,13950,30000
9032,106351,22712,18538,16193,13994,2063,4634,21700,0,3120,3140,43938,58056,15582,6918,1640,17304,0
9033,103480,26356,20310,14748,10650,2211,6585,15392,0,0,4515,35364,4308,17280,2922,1640,13248,1600
9034,87056,27027,21090,10111,10684,2190,3650,16695,0,0,3030,22110,3496,7896,3330,720,8382,0
9035,132288,48838,35994,11960,8750,3620,6235,24550,1290,4192,2355,30480,192,9150,1056,2380,12156,5420
9036,123495,50222,40284,15370,11820,2325,4807,16390,4160,12940,3570,28038,1286,14844,2580,755,12672,700
9037,92570,26877,16016,21538,7554,2837,3762,12545,480,1560,3140,45180,2316,21078,5358,1870,7968,15000
9038,77734,37215,32490,7154,9124,1220,3433,8420,240,2044,1240,18558,1380,7458,414,990,7170,0
9039,177248,23210,13300,16126,8256,3253,7175,102036,6810,312,4753,27852,4200,10116,5676,2468,17430,15000
9040,208364,64153,55924,33702,23026,4025,7712,40335,0,13575,10910,66684,2230,65448,12162,27850,51510,36900
9041,92078,39539,31936,7426,9819,670,4312,17510,0,0,2205,24060,1541,8592,1974,1130,13182,0
9042,63196,14625,12378,10437,4888,1940,2140,17887,0,0,2295,30000,4650,12672,2706,1200,11742,0
9043,56479,21516,17008,6040,7882,1210,2052,5260,348,1941,1483,18012,156,5172,858,260,4836,0
9044,53237,15032,11830,3830,4280,1410,2620,10510,880,2340,2360,29634,741,3936,2778,0,4002,0
9045,42347,8823,5590,4308,2060,595,1200,14540,0,0,1750,12684,313,5532,534,455,4848,0
9046,66583,20282,13208,15287,5511,2600,4623,3380,0,0,4160,71574,2059,5226,5070,6300,13056,0
9047,76135,24210,21895,16208,9656,2400,3170,4700,120,1629,475,43572,64,918,1038,0,10500,2000
9048,63524,15492,11752,10314,6070,2350,2566,9130,10004,0,1045,38814,4457,7392,492,500,15354,8000
9049,114471,20580,14652,6480,25711,3833,10721,29510,0,0,2780,78966,1318,12168,3360,0,11214,18254
9050,127643,41311,28704,14784,18739,2375,7680,14740,0,3620,910,77238,50487,16572,14316,12300,28398,130000
9051,133950,20915,11508,16800,10774,12925,7864,32180,1768,22625,20750,164256,982,86346,11334,0,46302,27000
9052,105205,22002,16354,36780,7786,3224,4434,6820,720,2534,5280,42420,2206,5538,4056,0,23778,2000
9053,61418,11934,8372,10804,7866,2702,4517,4700,1430,9050,16910,33168,3050,2286,1872,0,8040,2000
9054,79189,18128,13616,18466,12956,2880,4491,9420,0,0,13190,73734,14286,57678,4722,0,16710,25000
9055,64246,16280,11700,11959,7925,2497,4599,2090,0,0,3510,33150,818,4734,1140,220,14538,0
9056,69681,18053,12480,16969,9813,3254,5554,1020,396,0,3580,29520,865,6702,3852,0,13818,0
9057,191263,30992,24070,39210,9670,5156,9994,68200,0,0,9900,88734,1702,49494,11208,97320,25626,17000
9058,241865,33119,8235,39030,18090,13864,15124,48200,0,0,100360,156450,5228,90276,15222,154350,57054,5000
9059,131598,30219,23220,31740,9798,5678,10310,22320,1430,2172,25610,106224,1880,44070,21138,73840,28380,23000
9060,57317,17110,12830,5572,7942,3612,2714,13320,195,1810,1000,58116,380,1014,1038,0,3276,0
9061,157519,43638,33484,24970,26166,5914,11290,15980,0,0,7800,85554,280360,20484,11652,31267,21024,6500
9062,107224,32920,28308,28170,14130,2957,4458,9090,0,0,3630,62010,410,21684,2598,6567,16740,6500
9063,157508,53064,47844,30512,14338,4026,5303,23510,0,0,4480,63828,3408,31338,2136,23580,21012,0
9064,111785,38702,31258,32316,7070,3722,6925,2460,0,0,3265,79386,22640,9516,4254,2500,21726,1000
9065,153752,23825,15192,36868,11772,9512,8344,28430,0,0,15830,87780,390,30126,17862,26230,53754,11000
9066,34945,8170,5928,6323,7106,1187,2753,3630,0,0,985,51594,120,3690,402,0,10734,0
